CityType,EmployeeName,Date,Amount
Inexpensive City,William Babbington,10/4/2012,23.91
Moderately Expensive City,Barret Bonden,10/5/2012,30.99
Expensive City,Barret Bonden,10/5/2012,78.78
Expensive City,Clarissa Oakes,10/5/2012,61.59
Inexpensive City,Diana Villiers,10/5/2012,25.52
Moderately Expensive City,Emily Sweeting,10/5/2012,39.35
Expensive City,Sophia Aubrey,10/5/2012,66.57
Moderately Expensive City,Barret Bonden,10/10/2012,62.09
Moderately Expensive City,Diana Villiers,10/10/2012,33.44
Inexpensive City,Diana Villiers,10/10/2012,28.97
Expensive City,Sophia Aubrey,10/10/2012,61.63
Moderately Expensive City,Barret Bonden,10/11/2012,44.62
Expensive City,Ebenezer Graham,10/11/2012,89.85
Expensive City,Stephen Maturin,10/11/2012,95.47
Expensive City,Clarissa Oakes,10/12/2012,84.36
Inexpensive City,Diana Villiers,10/12/2012,19.37
Moderately Expensive City,Ebenezer Graham,10/12/2012,41.43
Inexpensive City,Molly Harte,10/12/2012,15.5
Moderately Expensive City,Stephen Maturin,10/12/2012,25.43
Inexpensive City,William Mowett,10/12/2012,15.02
Moderately Expensive City,Molly Harte,10/15/2012,50.07
Expensive City,Barret Bonden,10/17/2012,80.06
Expensive City,Diana Villiers,10/17/2012,66.8
Moderately Expensive City,Jack Aubrey,10/17/2012,40.87
Moderately Expensive City,Molly Harte,10/17/2012,20.91
Moderately Expensive City,William Mowett,10/17/2012,35.69
Inexpensive City,Jack Aubrey,10/19/2012,24.43
Moderately Expensive City,Molly Harte,10/19/2012,30.23
Inexpensive City,Nathaniel Martin,10/19/2012,23.47
Inexpensive City,William Babbington,10/19/2012,25.89
Expensive City,William Babbington,10/19/2012,98.43
Inexpensive City,Clarissa Oakes,10/22/2012,30.17
Moderately Expensive City,Ebenezer Graham,10/22/2012,27.3
Moderately Expensive City,Stephen Maturin,10/22/2012,20.08
Expensive City,Barret Bonden,10/23/2012,94.1
Expensive City,Ebenezer Graham,10/23/2012,90.14
Inexpensive City,Emily Sweeting,10/23/2012,29.17
Moderately Expensive City,Molly Harte,10/23/2012,46.69
Expensive City,Molly Harte,10/23/2012,69.89
Inexpensive City,Sophia Aubrey,10/23/2012,22.05
Inexpensive City,Stephen Maturin,10/23/2012,27.88
Moderately Expensive City,Stephen Maturin,10/23/2012,46.82
Inexpensive City,William Mowett,10/23/2012,24.01
Expensive City,William Mowett,10/23/2012,92.39
Expensive City,Ebenezer Graham,10/24/2012,119.13
Moderately Expensive City,Nathaniel Martin,10/24/2012,37.72
Moderately Expensive City,Sophia Aubrey,10/24/2012,49.01
Inexpensive City,Clarissa Oakes,10/25/2012,18.07
Inexpensive City,Molly Harte,10/25/2012,31.2
Inexpensive City,Barret Bonden,10/26/2012,23.44
Expensive City,Emily Sweeting,10/26/2012,90.39
Expensive City,Jack Aubrey,10/26/2012,101.68
Inexpensive City,Nathaniel Martin,10/26/2012,21.19
Moderately Expensive City,Sophia Aubrey,10/26/2012,39.46
Moderately Expensive City,Stephen Maturin,10/26/2012,32.16
Inexpensive City,William Mowett,10/26/2012,19.67
Expensive City,Sophia Aubrey,10/29/2012,80.73
Expensive City,William Babbington,10/29/2012,85.84
Moderately Expensive City,Emily Sweeting,10/30/2012,40.36
Inexpensive City,Emily Sweeting,10/30/2012,19.67
Inexpensive City,Stephen Maturin,10/30/2012,19.77
Inexpensive City,Barret Bonden,11/2/2012,22.19
Moderately Expensive City,Barret Bonden,11/2/2012,38.41
Expensive City,Diana Villiers,11/2/2012,58.16
Moderately Expensive City,Emily Sweeting,11/2/2012,24.13
Moderately Expensive City,Nathaniel Martin,11/2/2012,48.32
Moderately Expensive City,Stephen Maturin,11/2/2012,50.85
Moderately Expensive City,Jack Aubrey,11/5/2012,43.93
Inexpensive City,Nathaniel Martin,11/5/2012,29.93
Moderately Expensive City,Barret Bonden,11/7/2012,37.45
Inexpensive City,Diana Villiers,11/7/2012,18.09
Inexpensive City,Emily Sweeting,11/7/2012,20.37
Inexpensive City,Jack Aubrey,11/7/2012,27.41
Expensive City,Stephen Maturin,11/7/2012,94.63
Expensive City,Diana Villiers,11/8/2012,89.44
Expensive City,Ebenezer Graham,11/8/2012,110.64
Expensive City,William Babbington,11/8/2012,90.4
Inexpensive City,Barret Bonden,11/12/2012,15.57
Expensive City,Clarissa Oakes,11/12/2012,115.69
Inexpensive City,Diana Villiers,11/12/2012,23.97
Inexpensive City,Jack Aubrey,11/12/2012,14.52
Expensive City,Nathaniel Martin,11/12/2012,96.24
Inexpensive City,Sophia Aubrey,11/12/2012,22.1
Moderately Expensive City,Barret Bonden,11/13/2012,36.93
Inexpensive City,Clarissa Oakes,11/13/2012,21.06
Inexpensive City,Emily Sweeting,11/13/2012,29.91
Moderately Expensive City,Nathaniel Martin,11/13/2012,26.56
Inexpensive City,Clarissa Oakes,11/14/2012,27.67
Moderately Expensive City,Nathaniel Martin,11/14/2012,50.11
Inexpensive City,William Babbington,11/14/2012,21.95
Inexpensive City,Jack Aubrey,11/15/2012,20.26
Inexpensive City,Sophia Aubrey,11/15/2012,20.5
Inexpensive City,Emily Sweeting,11/16/2012,34.81
Expensive City,Stephen Maturin,11/16/2012,96.9
Inexpensive City,Ebenezer Graham,11/19/2012,11
Moderately Expensive City,Jack Aubrey,11/19/2012,38.01
Moderately Expensive City,Barret Bonden,11/20/2012,42.67
Expensive City,Diana Villiers,11/20/2012,141.12
Expensive City,Ebenezer Graham,11/20/2012,103.12
Inexpensive City,Clarissa Oakes,11/21/2012,22.4
Expensive City,Diana Villiers,11/21/2012,93.4
Inexpensive City,Ebenezer Graham,11/21/2012,31.67
Expensive City,Jack Aubrey,11/21/2012,107.07
Expensive City,Nathaniel Martin,11/21/2012,78.55
Moderately Expensive City,William Mowett,11/21/2012,40.67
Expensive City,Barret Bonden,11/23/2012,96.04
Moderately Expensive City,Clarissa Oakes,11/23/2012,60.51
Expensive City,Diana Villiers,11/23/2012,76.28
Moderately Expensive City,Ebenezer Graham,11/23/2012,41.54
Inexpensive City,Ebenezer Graham,11/23/2012,24.65
Inexpensive City,Nathaniel Martin,11/23/2012,24
Moderately Expensive City,Nathaniel Martin,11/23/2012,43.86
Expensive City,Stephen Maturin,11/23/2012,64.81
Inexpensive City,Diana Villiers,11/26/2012,24.6
Moderately Expensive City,Jack Aubrey,11/26/2012,30.65
Expensive City,Diana Villiers,11/27/2012,83.91
Moderately Expensive City,Diana Villiers,11/27/2012,28.82
Expensive City,Emily Sweeting,11/27/2012,104.76
Expensive City,Jack Aubrey,11/27/2012,93.24
Moderately Expensive City,Jack Aubrey,11/27/2012,44.34
Expensive City,William Mowett,11/27/2012,111.87
Inexpensive City,Emily Sweeting,11/28/2012,22.32
Expensive City,Jack Aubrey,11/28/2012,48.59
Expensive City,Molly Harte,11/28/2012,96.76
Moderately Expensive City,Stephen Maturin,11/28/2012,55.88
Inexpensive City,Stephen Maturin,11/28/2012,24.79
Inexpensive City,Ebenezer Graham,11/29/2012,35.14
Inexpensive City,Emily Sweeting,11/29/2012,26.37
Expensive City,Jack Aubrey,11/29/2012,96.15
Inexpensive City,Nathaniel Martin,11/29/2012,24.7
Moderately Expensive City,Sophia Aubrey,11/29/2012,51.22
Expensive City,Stephen Maturin,11/29/2012,103.4
Moderately Expensive City,William Mowett,11/29/2012,47.28
Inexpensive City,Emily Sweeting,11/30/2012,23.92
Expensive City,Nathaniel Martin,11/30/2012,107.17
Expensive City,Stephen Maturin,11/30/2012,89.85
Inexpensive City,Clarissa Oakes,12/3/2012,22.96
Inexpensive City,Emily Sweeting,12/3/2012,16.16
Expensive City,Emily Sweeting,12/3/2012,62.2
Inexpensive City,Molly Harte,12/3/2012,22.85
Inexpensive City,Nathaniel Martin,12/3/2012,24.31
Inexpensive City,Diana Villiers,12/4/2012,14.96
Expensive City,Diana Villiers,12/4/2012,62.48
Moderately Expensive City,Barret Bonden,12/5/2012,49.36
Inexpensive City,William Mowett,12/5/2012,24.39
Moderately Expensive City,Barret Bonden,12/6/2012,42.85
Inexpensive City,Diana Villiers,12/6/2012,26.07
Inexpensive City,Ebenezer Graham,12/6/2012,21.12
Inexpensive City,Emily Sweeting,12/6/2012,25.92
Inexpensive City,Clarissa Oakes,12/7/2012,36.18
Moderately Expensive City,Sophia Aubrey,12/7/2012,38.69
Inexpensive City,Stephen Maturin,12/7/2012,27.34
Expensive City,William Mowett,12/7/2012,114.4
Expensive City,Clarissa Oakes,12/10/2012,90.16
Inexpensive City,Nathaniel Martin,12/10/2012,17.04
Expensive City,William Babbington,12/10/2012,95.55
Inexpensive City,William Mowett,12/10/2012,24.27
Expensive City,Barret Bonden,12/11/2012,74.11
Expensive City,Clarissa Oakes,12/11/2012,93.93
Inexpensive City,Ebenezer Graham,12/11/2012,25.37
Moderately Expensive City,Emily Sweeting,12/11/2012,23.58
Moderately Expensive City,Jack Aubrey,12/11/2012,33.95
Moderately Expensive City,Clarissa Oakes,12/12/2012,29.43
Inexpensive City,Ebenezer Graham,12/12/2012,32.67
Inexpensive City,Emily Sweeting,12/12/2012,13.45
Expensive City,Molly Harte,12/12/2012,88.88
Inexpensive City,Stephen Maturin,12/12/2012,16.94
Expensive City,Stephen Maturin,12/13/2012,92.19
Moderately Expensive City,Barret Bonden,12/14/2012,49.09
Expensive City,Ebenezer Graham,12/14/2012,88.5
Moderately Expensive City,Emily Sweeting,12/14/2012,42.8
Expensive City,Jack Aubrey,12/14/2012,80.57
Expensive City,Sophia Aubrey,12/14/2012,98.28
Expensive City,Barret Bonden,12/17/2012,94.33
Inexpensive City,Sophia Aubrey,12/17/2012,26.49
Moderately Expensive City,William Babbington,12/17/2012,9.3
Moderately Expensive City,Barret Bonden,12/18/2012,51.55
Expensive City,Diana Villiers,12/18/2012,78.35
Moderately Expensive City,Jack Aubrey,12/18/2012,35.52
Inexpensive City,Nathaniel Martin,12/18/2012,24.9
Inexpensive City,Barret Bonden,12/19/2012,26.85
Inexpensive City,Emily Sweeting,12/19/2012,21.61
Moderately Expensive City,Nathaniel Martin,12/19/2012,39.01
Expensive City,Emily Sweeting,12/20/2012,80.93
Moderately Expensive City,William Mowett,12/20/2012,40.85
Inexpensive City,William Mowett,12/20/2012,18.09
Expensive City,Diana Villiers,12/21/2012,93.69
Moderately Expensive City,Emily Sweeting,12/21/2012,49.59
Inexpensive City,Emily Sweeting,12/21/2012,15.84
Expensive City,Jack Aubrey,12/21/2012,51.67
Moderately Expensive City,Nathaniel Martin,12/21/2012,41.6
Expensive City,Sophia Aubrey,12/21/2012,86.04
Expensive City,Stephen Maturin,12/21/2012,119.13
Moderately Expensive City,Stephen Maturin,12/21/2012,51.75
Inexpensive City,Stephen Maturin,12/21/2012,11.47
Inexpensive City,Nathaniel Martin,12/24/2012,25.02
Moderately Expensive City,Nathaniel Martin,12/24/2012,26.76
Expensive City,Sophia Aubrey,12/24/2012,87.06
Moderately Expensive City,Clarissa Oakes,12/26/2012,17.04
Expensive City,Ebenezer Graham,12/26/2012,58.97
Inexpensive City,Emily Sweeting,12/26/2012,24.1
Expensive City,William Babbington,12/26/2012,52.4
Moderately Expensive City,William Mowett,12/26/2012,36.68
Expensive City,William Mowett,12/26/2012,72.95
Moderately Expensive City,Emily Sweeting,12/27/2012,34.65
Inexpensive City,Emily Sweeting,12/27/2012,22.68
Moderately Expensive City,Stephen Maturin,12/27/2012,30.22
Inexpensive City,Stephen Maturin,12/27/2012,22.68
Inexpensive City,William Mowett,12/27/2012,20.08
Moderately Expensive City,Molly Harte,12/28/2012,40.66
Moderately Expensive City,Nathaniel Martin,12/28/2012,33.61
Expensive City,Stephen Maturin,12/28/2012,70.98
Expensive City,Diana Villiers,12/31/2012,107.83
Moderately Expensive City,Ebenezer Graham,12/31/2012,62.04
Inexpensive City,Ebenezer Graham,12/31/2012,20.27
Inexpensive City,Molly Harte,12/31/2012,29.6
Expensive City,Sophia Aubrey,12/31/2012,30.01
Moderately Expensive City,William Mowett,12/31/2012,32.19
Inexpensive City,Emily Sweeting,1/2/2013,22.89
Expensive City,Emily Sweeting,1/2/2013,76.69
Expensive City,Jack Aubrey,1/2/2013,100.89
Inexpensive City,Sophia Aubrey,1/2/2013,28.47
Moderately Expensive City,William Babbington,1/2/2013,43.23
Expensive City,Clarissa Oakes,1/3/2013,89.67
Inexpensive City,Diana Villiers,1/3/2013,20.37
Expensive City,William Babbington,1/3/2013,58.33
Expensive City,William Mowett,1/3/2013,83.92
Expensive City,Barret Bonden,1/4/2013,88.49
Inexpensive City,Barret Bonden,1/4/2013,22.86
Expensive City,Diana Villiers,1/4/2013,72.68
Moderately Expensive City,Stephen Maturin,1/4/2013,61.41
Inexpensive City,William Mowett,1/4/2013,27.94
Moderately Expensive City,Clarissa Oakes,1/7/2013,28.39
Moderately Expensive City,Diana Villiers,1/7/2013,38.99
Expensive City,Diana Villiers,1/7/2013,98.49
Inexpensive City,Jack Aubrey,1/7/2013,23.29
Inexpensive City,Nathaniel Martin,1/7/2013,25.15
Moderately Expensive City,Clarissa Oakes,1/8/2013,39.08
Expensive City,Clarissa Oakes,1/8/2013,125.64
Moderately Expensive City,Jack Aubrey,1/8/2013,47.42
Inexpensive City,Nathaniel Martin,1/8/2013,30.23
Expensive City,William Mowett,1/8/2013,112.76
Expensive City,Clarissa Oakes,1/9/2013,89.63
Moderately Expensive City,Diana Villiers,1/9/2013,31.77
Moderately Expensive City,Ebenezer Graham,1/9/2013,43.68
Moderately Expensive City,Jack Aubrey,1/9/2013,34.15
Inexpensive City,Sophia Aubrey,1/9/2013,14.6
Inexpensive City,Clarissa Oakes,1/10/2013,28.51
Inexpensive City,Sophia Aubrey,1/10/2013,23.81
Expensive City,William Babbington,1/10/2013,86.28
Moderately Expensive City,Barret Bonden,1/11/2013,34.92
Inexpensive City,Barret Bonden,1/11/2013,20.94
Inexpensive City,Jack Aubrey,1/11/2013,23.86
Moderately Expensive City,Molly Harte,1/11/2013,48.99
Expensive City,Nathaniel Martin,1/11/2013,103.42
Inexpensive City,Clarissa Oakes,1/14/2013,27.25
Moderately Expensive City,Molly Harte,1/14/2013,32.05
Moderately Expensive City,Stephen Maturin,1/14/2013,38.96
Inexpensive City,Clarissa Oakes,1/15/2013,19.92
Expensive City,Ebenezer Graham,1/15/2013,107.65
Inexpensive City,Molly Harte,1/15/2013,21.74
Moderately Expensive City,Nathaniel Martin,1/15/2013,29.2
Expensive City,Barret Bonden,1/16/2013,113.32
Moderately Expensive City,Emily Sweeting,1/16/2013,26.7
Inexpensive City,Molly Harte,1/16/2013,18.41
Moderately Expensive City,William Mowett,1/16/2013,52.25
Expensive City,William Mowett,1/16/2013,69.2
Expensive City,Diana Villiers,1/17/2013,82.69
Expensive City,Jack Aubrey,1/17/2013,97.13
Expensive City,Stephen Maturin,1/17/2013,101.46
Inexpensive City,Stephen Maturin,1/17/2013,14.28
Moderately Expensive City,William Mowett,1/17/2013,39.13
Moderately Expensive City,Diana Villiers,1/18/2013,41.74
Expensive City,Ebenezer Graham,1/18/2013,94.15
Inexpensive City,William Mowett,1/18/2013,29.29
Moderately Expensive City,Barret Bonden,1/22/2013,26.69
Expensive City,Diana Villiers,1/22/2013,117.72
Expensive City,Ebenezer Graham,1/22/2013,112.18
Inexpensive City,Emily Sweeting,1/22/2013,35.72
Moderately Expensive City,Nathaniel Martin,1/22/2013,37.74
Moderately Expensive City,William Babbington,1/22/2013,34.12
Inexpensive City,Ebenezer Graham,1/23/2013,21.61
Inexpensive City,Nathaniel Martin,1/23/2013,23.06
Inexpensive City,Sophia Aubrey,1/23/2013,24.06
Inexpensive City,Barret Bonden,1/24/2013,15.93
Expensive City,Clarissa Oakes,1/24/2013,79.61
Expensive City,Molly Harte,1/24/2013,82.92
Expensive City,Sophia Aubrey,1/24/2013,81.46
Expensive City,Stephen Maturin,1/24/2013,92.49
Expensive City,William Babbington,1/24/2013,108.35
Inexpensive City,Barret Bonden,1/25/2013,27.56
Moderately Expensive City,Clarissa Oakes,1/25/2013,46.29
Inexpensive City,Emily Sweeting,1/25/2013,25.5
Moderately Expensive City,Sophia Aubrey,1/25/2013,16.79
Expensive City,William Babbington,1/25/2013,79.63
Expensive City,Barret Bonden,1/28/2013,72.8
Moderately Expensive City,Clarissa Oakes,1/28/2013,39.26
Inexpensive City,Diana Villiers,1/28/2013,24.01
Inexpensive City,Emily Sweeting,1/28/2013,22.06
Expensive City,Jack Aubrey,1/28/2013,93.71
Inexpensive City,Stephen Maturin,1/28/2013,22.33
Inexpensive City,Clarissa Oakes,1/29/2013,20.92
Moderately Expensive City,Clarissa Oakes,1/29/2013,39.4
Expensive City,Emily Sweeting,1/29/2013,61.89
Moderately Expensive City,Jack Aubrey,1/29/2013,31.04
Inexpensive City,Molly Harte,1/29/2013,27.08
Moderately Expensive City,Molly Harte,1/29/2013,46.82
Moderately Expensive City,William Babbington,1/29/2013,44.46
Expensive City,Barret Bonden,1/31/2013,81.81
Inexpensive City,Barret Bonden,1/31/2013,14.96
Inexpensive City,Ebenezer Graham,1/31/2013,26.86
Expensive City,William Babbington,1/31/2013,125.81
Moderately Expensive City,Barret Bonden,2/1/2013,35.5
Inexpensive City,Clarissa Oakes,2/1/2013,25.36
Moderately Expensive City,Diana Villiers,2/1/2013,59.93
Expensive City,Emily Sweeting,2/1/2013,91.09
Inexpensive City,Nathaniel Martin,2/1/2013,29.03
Expensive City,Sophia Aubrey,2/1/2013,76.77
Expensive City,Stephen Maturin,2/1/2013,94.74
Inexpensive City,William Babbington,2/1/2013,20.06
Moderately Expensive City,Clarissa Oakes,2/4/2013,48.34
Inexpensive City,Sophia Aubrey,2/4/2013,25.64
Moderately Expensive City,William Mowett,2/4/2013,40.27
Inexpensive City,Clarissa Oakes,2/5/2013,20.66
Moderately Expensive City,Emily Sweeting,2/5/2013,52.39
Expensive City,Jack Aubrey,2/5/2013,85.55
Moderately Expensive City,Jack Aubrey,2/5/2013,47.26
Expensive City,Molly Harte,2/5/2013,96.44
Inexpensive City,Sophia Aubrey,2/5/2013,12.41
Moderately Expensive City,William Mowett,2/5/2013,44.84
Moderately Expensive City,Emily Sweeting,2/6/2013,45.03
Expensive City,Molly Harte,2/6/2013,85.23
Inexpensive City,Sophia Aubrey,2/6/2013,30.28
Moderately Expensive City,Stephen Maturin,2/6/2013,28.39
Expensive City,Stephen Maturin,2/6/2013,47.68
Inexpensive City,Emily Sweeting,2/7/2013,25.44
Moderately Expensive City,Jack Aubrey,2/8/2013,27.41
Inexpensive City,Barret Bonden,2/11/2013,21.2
Inexpensive City,Jack Aubrey,2/11/2013,17.39
Moderately Expensive City,Nathaniel Martin,2/11/2013,3.36
Expensive City,Sophia Aubrey,2/11/2013,80.65
Expensive City,Stephen Maturin,2/11/2013,57.78
Inexpensive City,William Mowett,2/11/2013,20.21
Inexpensive City,Diana Villiers,2/15/2013,19.15
Inexpensive City,Ebenezer Graham,2/15/2013,18.34
Expensive City,Ebenezer Graham,2/15/2013,86.75
Inexpensive City,Jack Aubrey,2/15/2013,28.03
Expensive City,Nathaniel Martin,2/15/2013,99.65
Moderately Expensive City,Stephen Maturin,2/15/2013,27.37
Expensive City,Stephen Maturin,2/15/2013,95.02
Inexpensive City,William Mowett,2/15/2013,28.29
Inexpensive City,Jack Aubrey,2/19/2013,26.82
Inexpensive City,William Babbington,2/19/2013,30.31
Expensive City,Barret Bonden,2/20/2013,93.58
Expensive City,Ebenezer Graham,2/20/2013,80.44
Moderately Expensive City,Jack Aubrey,2/20/2013,53.16
Inexpensive City,Stephen Maturin,2/20/2013,22.45
Expensive City,Stephen Maturin,2/20/2013,71.55
Moderately Expensive City,Ebenezer Graham,2/21/2013,31.24
Expensive City,Ebenezer Graham,2/21/2013,113.98
Expensive City,Emily Sweeting,2/21/2013,88.44
Expensive City,Sophia Aubrey,2/21/2013,76.61
Expensive City,Clarissa Oakes,2/25/2013,91.2
Expensive City,Diana Villiers,2/25/2013,113.91
Inexpensive City,Emily Sweeting,2/25/2013,19.53
Inexpensive City,Nathaniel Martin,2/25/2013,18.36
Moderately Expensive City,Nathaniel Martin,2/25/2013,41.97
Expensive City,Nathaniel Martin,2/25/2013,84.71
Expensive City,Stephen Maturin,2/25/2013,133.77
Expensive City,William Mowett,2/25/2013,65.41
Moderately Expensive City,Barret Bonden,2/26/2013,37.63
Moderately Expensive City,Emily Sweeting,2/26/2013,35.24
Inexpensive City,William Babbington,2/26/2013,29.18
Moderately Expensive City,Clarissa Oakes,2/27/2013,47.68
Expensive City,Clarissa Oakes,2/27/2013,111.7
Expensive City,Ebenezer Graham,2/27/2013,108.15
Inexpensive City,Barret Bonden,2/28/2013,27.01
Moderately Expensive City,Diana Villiers,2/28/2013,46.91
Moderately Expensive City,Ebenezer Graham,2/28/2013,40.09
Expensive City,Jack Aubrey,2/28/2013,77.59
Moderately Expensive City,Molly Harte,2/28/2013,45.52
Moderately Expensive City,Nathaniel Martin,2/28/2013,38.9
Expensive City,Stephen Maturin,2/28/2013,118.61
Expensive City,William Babbington,2/28/2013,113.09
Moderately Expensive City,Clarissa Oakes,3/1/2013,44.91
Inexpensive City,Ebenezer Graham,3/1/2013,33.18
Expensive City,Sophia Aubrey,3/1/2013,88.01
Inexpensive City,Stephen Maturin,3/1/2013,24.69
Moderately Expensive City,Jack Aubrey,3/4/2013,49.46
